2025-07-17 18:42:40.565 | INFO     | model:__init__:118 - weight :tensor([[0.],
        [0.],
        [0.],
        [0.],
        [0.],
        [0.],
        [0.]])
2025-07-17 18:42:40.566 | INFO     | model:__init__:132 - combo_indices :[1, 7, 31, 19, 4, 16, 20]
2025-07-17 18:42:41.797 | INFO     | __main__:train:367 - Namespace(file_dir='data/mmkb-datasets/FB15K_YAGO15K', rate=0.8, seed=42, epochs=1000, check_point=10, hidden_units='300,300,300', heads='2,2', instance_normalization=False, lr=0.0005, dropout=0.0, attn_dropout=0.0, gph_dim=300, n_exp=5, device='cuda', topk=5, csls=True, csls_k=3, il_start=500, bsize=512, tau=0.1, tau2=4.0, feat_dim=300, use_project_head=False, zoom=0.1, reduction='mean', train_ill_path='', fusion_weight_dim=0)
2025-07-17 18:45:01.999 | INFO     | __main__:test:477 - tensor([0.3992, 0.2006, 0.1997, 0.2001, 0.1995, 0.2001], device='cuda:0')
2025-07-17 18:45:02.763 | INFO     | __main__:evaluate_embedding:538 - epoch 10 - joint_emb avg: acc@[1, 5, 10]=[0.38099998 0.5933     0.67925   ], mr=34.802, mrr=0.482
2025-07-17 18:46:51.666 | INFO     | __main__:test:477 - tensor([0.4009, 0.2006, 0.2006, 0.1993, 0.2002, 0.1993], device='cuda:0')
2025-07-17 18:46:52.433 | INFO     | __main__:evaluate_embedding:538 - epoch 20 - joint_emb avg: acc@[1, 5, 10]=[0.5087  0.71945 0.78995], mr=20.863, mrr=0.605
2025-07-17 18:48:40.726 | INFO     | __main__:test:477 - tensor([0.6014, 0.2003, 0.5986, 0.0000, 0.5982, 0.0000], device='cuda:0')
2025-07-17 18:48:41.348 | INFO     | __main__:evaluate_embedding:538 - epoch 30 - joint_emb avg: acc@[1, 5, 10]=[0.61765    0.80445004 0.86095   ], mr=11.025, mrr=0.702
2025-07-17 18:50:29.374 | INFO     | __main__:test:477 - tensor([0.6022, 0.2001, 0.4004, 0.1977, 0.3999, 0.0000], device='cuda:0')
2025-07-17 18:50:30.007 | INFO     | __main__:evaluate_embedding:538 - epoch 40 - joint_emb avg: acc@[1, 5, 10]=[0.66719997 0.83615    0.88415   ], mr=8.976, mrr=0.743
2025-07-17 18:52:33.405 | INFO     | __main__:test:477 - tensor([0.4056, 0.2001, 0.2031, 0.1972, 0.2024, 0.1972], device='cuda:0')
2025-07-17 18:52:34.021 | INFO     | __main__:evaluate_embedding:538 - epoch 50 - joint_emb avg: acc@[1, 5, 10]=[0.6835     0.84845    0.89489996], mr=9.062, mrr=0.759
2025-07-17 18:54:05.267 | INFO     | __main__:test:477 - tensor([0.6037, 0.2000, 0.4004, 0.1963, 0.3996, 0.0000], device='cuda:0')
2025-07-17 18:54:06.038 | INFO     | __main__:evaluate_embedding:538 - epoch 60 - joint_emb avg: acc@[1, 5, 10]=[0.71225 0.86585 0.9078 ], mr=7.832, mrr=0.781
2025-07-17 18:55:39.319 | INFO     | __main__:test:477 - tensor([0.4089, 0.1999, 0.2049, 0.1956, 0.2040, 0.1956], device='cuda:0')
2025-07-17 18:55:39.934 | INFO     | __main__:evaluate_embedding:538 - epoch 70 - joint_emb avg: acc@[1, 5, 10]=[0.7154  0.86965 0.906  ], mr=8.338, mrr=0.786
2025-07-17 18:57:09.696 | INFO     | __main__:test:477 - tensor([0.6052, 0.1999, 0.4005, 0.1948, 0.3996, 0.0000], device='cuda:0')
2025-07-17 18:57:10.310 | INFO     | __main__:evaluate_embedding:538 - epoch 80 - joint_emb avg: acc@[1, 5, 10]=[0.73125 0.873   0.9127 ], mr=7.600, mrr=0.796
2025-07-17 18:58:42.485 | INFO     | __main__:test:477 - tensor([0.4118, 0.2000, 0.4005, 0.1941, 0.3995, 0.0000], device='cuda:0')
2025-07-17 18:58:43.101 | INFO     | __main__:evaluate_embedding:538 - epoch 90 - joint_emb avg: acc@[1, 5, 10]=[0.7192 0.8665 0.9022], mr=9.055, mrr=0.786
2025-07-17 19:00:30.261 | INFO     | __main__:test:477 - tensor([0.4130, 0.2003, 0.2071, 0.1933, 0.2059, 0.1933], device='cuda:0')
2025-07-17 19:00:30.879 | INFO     | __main__:evaluate_embedding:538 - epoch 100 - joint_emb avg: acc@[1, 5, 10]=[0.7364     0.87969995 0.91359997], mr=8.312, mrr=0.802
